,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
union,2.1016716957092285,0.9831171035766602,0.9732954502105713,0.9100551605224609,0.4232158660888672,0.442338228225708,0.2284386157989502,0.36078882217407227,0.46540069580078125,0.3571622371673584,0.3858931064605713,0.3868899345397949,0.48314666748046875,0.5020196437835693,0.3814818859100342,0.5050268173217773,0.39514827728271484,0.4271268844604492,0.5288741588592529,0.5237736701965332,0.417877197265625,0.49801135063171387,0.41994166374206543,0.5357513427734375,0.43411850929260254,0.4285767078399658,0.5207393169403076,0.4179418087005615,0.5124928951263428
intersection,0.0,0.0,0.0,0.0,0.07380247116088867,0.08477139472961426,0.0718083381652832,0.0688169002532959,0.21671080589294434,0.19248533248901367,0.18849515914916992,0.1844775676727295,0.20348668098449707,0.31310105323791504,0.3165466785430908,0.2097465991973877,0.21845316886901855,0.21354913711547852,0.3340177536010742,0.33547449111938477,0.22748374938964844,0.44058704376220703,0.4523961544036865,0.3580434322357178,0.3691270351409912,0.49812817573547363,0.4932253360748291,0.42624568939208984,0.43127870559692383
quorum,0.0,0.0,0.18852615356445312,0.18054914474487305,0.1825118064880371,0.19248509407043457,0.18949174880981445,0.3123154640197754,0.33935093879699707,0.41757655143737793,0.32431793212890625,0.3377833366394043,0.34127306938171387,0.4525566101074219,0.48466968536376953,0.4419856071472168,0.45997023582458496,0.45053625106811523,0.4690685272216797,0.3865060806274414,0.48554396629333496,0.4041783809661865,0.4398155212402344,0.5025818347930908,0.4175446033477783,0.4056110382080078,0.4303762912750244,0.5344934463500977,0.42878103256225586
