,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,2,0.8425385638930625,0.7757370500629587,3,0.8943173145867785,0.7607549889634668,2,0.8425385638930625,0.7757370500629587
greedy_GB,3,0.9051039440575476,0.7170366154429898,3,0.9051039440575476,0.7170366154429898,2,0.8764986489680826,0.6265972550875533
greedy_NN,2,0.8708509111724728,0.6207844381012793,3,0.8989886132775251,0.7039349499056193,2,0.8708509111724728,0.6207844381012793
