,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
union,"['sttl', 'swin', 'synack', 'smean', 'ct_state_ttl']","['sttl', 'sload', 'dload', 'swin', 'synack', 'smean', 'trans_depth', 'ct_state_ttl']","['rate', 'sttl', 'sload', 'dload', 'swin', 'synack', 'smean', 'trans_depth', 'ct_state_ttl', 'ct_dst_sport_ltm']","['rate', 'sttl', 'dttl', 'sload', 'dload', 'djit', 'swin', 'synack', 'smean', 'trans_depth', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'djit', 'swin', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']"
union_size,5,8,10,12,16,19,20,21,21,21,21,21,21,22,23,23,23,24,24,24,24,24,24,24
intersection,[],[],[],[],[],[],[],[],['dmean'],['dmean'],"['sttl', 'dmean']","['sttl', 'dmean']","['sttl', 'sload', 'sinpkt', 'dmean']","['rate', 'sttl', 'sload', 'sinpkt', 'dmean']","['rate', 'sttl', 'sload', 'dload', 'sinpkt', 'synack', 'dmean']","['rate', 'sttl', 'sload', 'dload', 'sinpkt', 'synack', 'dmean', 'ct_state_ttl']","['dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'synack', 'dmean', 'ct_state_ttl']","['dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'synack', 'dmean', 'ct_state_ttl']","['dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'swin', 'synack', 'dmean', 'ct_state_ttl']","['spkts', 'dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'swin', 'synack', 'dmean', 'ct_state_ttl']","['spkts', 'dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'swin', 'synack', 'smean', 'dmean', 'ct_state_ttl']","['spkts', 'dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_flw_http_mthd']","['spkts', 'dpkts', 'rate', 'sttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']"
intersection_size,0,0,0,0,0,0,0,0,1,1,2,2,4,5,7,8,10,10,11,13,14,17,20,24
quorum,[],['sttl'],['sttl'],"['rate', 'sttl', 'ct_state_ttl']","['rate', 'sttl', 'ct_state_ttl']","['rate', 'sttl', 'ct_state_ttl']","['rate', 'sttl', 'ct_state_ttl']","['rate', 'sttl', 'dload', 'dmean', 'ct_state_ttl']","['rate', 'sttl', 'dload', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dpkts', 'rate', 'sttl', 'dload', 'swin', 'synack', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'swin', 'synack', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'swin', 'synack', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'swin', 'synack', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'swin', 'synack', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'swin', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'swin', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']","['dur', 'spkts', 'dpkts', 'rate', 'sttl', 'dttl', 'sload', 'dload', 'sinpkt', 'dinpkt', 'sjit', 'djit', 'swin', 'stcpb', 'dtcpb', 'synack', 'smean', 'dmean', 'trans_depth', 'response_body_len', 'ct_state_ttl', 'ct_dst_sport_ltm', 'ct_ftp_cmd', 'ct_flw_http_mthd']"
quorum_size,0,1,1,3,3,3,3,5,6,9,12,13,13,14,15,16,18,18,20,21,22,23,24,24
