,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,2,0.7851560780473814,0.884446323991132,17,0.8099064595141096,0.8750021842073074,2,0.7851560780473814,0.884446323991132
greedy_GB,2,0.9028517765744597,0.9230903902379244,3,0.9177616123172998,0.9150549968433502,2,0.9028517765744597,0.9230903902379244
greedy_NN,2,0.8634518112531641,0.9007256829630944,5,0.8828436299147043,0.9094765298817712,2,0.8634518112531641,0.9007256829630944
