,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
greedy,3.6033904552459717,3.3134517669677734,5.62434458732605,7.847502946853638,8.051443099975586,9.709491968154907,10.10394549369812,11.59210729598999,12.101906299591064,14.274053573608398,16.543901443481445,18.264747619628906,19.742173671722412,20.555993795394897,21.505427360534668,23.936979055404663,26.161026000976562,26.543976306915283,27.18027091026306,27.362810373306274,30.082507610321045,29.999699115753174,30.442545890808105,32.39831185340881
