,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
union,9.37408995628357,9.620083808898926,9.176405668258667,8.968220710754395,9.027651309967041,9.346426725387573,9.721763372421265,9.883122205734253,8.68498158454895,9.49862027168274,9.63414216041565,9.92311406135559,9.87466549873352,9.612289667129517,9.888456106185913,9.552075624465942,9.696226835250854,9.57569169998169,9.31846308708191,9.625294923782349,9.489338636398315,9.291048049926758,9.890791654586792,9.410390615463257
intersection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.894534826278687,9.268436908721924,8.784006357192993,9.144829988479614,8.885277032852173,9.137612104415894,8.968618392944336,9.121367454528809,9.062419414520264,9.079680681228638,9.332109451293945,9.533435106277466,9.067739009857178,9.248056411743164,9.488998651504517,9.422436237335205
quorum,0.0,9.372955799102783,9.827288150787354,8.967668533325195,9.135034322738647,8.929592847824097,9.19820261001587,8.887260675430298,9.018366575241089,8.989123344421387,9.466199159622192,9.72946834564209,8.916749000549316,9.548335075378418,8.710126876831055,8.697851657867432,8.820579290390015,8.66026759147644,9.672199726104736,8.929744958877563,9.810689687728882,9.334655046463013,8.713909387588501,8.996886730194092
