,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,3,0.7569646659399027,0.5851483626300414,7,0.9234555216882692,0.762461453491048,7,0.9234555216882692,0.762461453491048
greedy_GB,2,0.904304008866623,0.7136021225185957,5,0.9654458501917305,0.7159052206490537,3,0.9471628549722565,0.6897473855116758
greedy_NN,2,0.8980576180034315,0.7056840528139339,6,0.9606646576264597,0.6936543719123219,3,0.9490452251263044,0.6827959564988262
