,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
chi2,swin,dwin,sttl,ct_dst_sport_ltm,ct_src_dport_ltm,dload,dtcpb,stcpb,rate,ct_dst_src_ltm,ct_srv_dst,ct_srv_src,ct_src_ltm,ct_dst_ltm,dmean,ct_state_ttl,is_sm_ips_ports,sinpkt,dttl,sload,tcprtt,synack,ct_flw_http_mthd,smean,ackdat,dinpkt,dpkts,sjit,dloss,ct_ftp_cmd,is_ftp_login,dbytes,sbytes,spkts,response_body_len,djit,trans_depth,sloss,dur
ANOVA,sttl,swin,ct_dst_sport_ltm,dwin,ct_src_dport_ltm,rate,ct_state_ttl,ct_srv_dst,ct_srv_src,dtcpb,stcpb,dload,ct_dst_src_ltm,ct_src_ltm,ct_dst_ltm,dmean,synack,tcprtt,sload,sinpkt,ackdat,is_sm_ips_ports,dttl,ct_flw_http_mthd,dpkts,smean,dloss,dinpkt,dbytes,spkts,sjit,djit,trans_depth,sbytes,ct_ftp_cmd,response_body_len,is_ftp_login,sloss,dur
mutualinfo,sbytes,smean,sload,dbytes,ct_state_ttl,rate,dur,dmean,dttl,dinpkt,sttl,dload,dpkts,synack,tcprtt,sinpkt,ct_dst_sport_ltm,ackdat,sjit,spkts,djit,ct_src_dport_ltm,dloss,ct_srv_dst,sloss,ct_srv_src,swin,stcpb,dtcpb,dwin,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,response_body_len,is_sm_ips_ports,ct_flw_http_mthd,is_ftp_login,trans_depth,ct_ftp_cmd
sfs(rf),sbytes,sttl,smean,dbytes,ct_state_ttl,dmean,synack,tcprtt,dur,dpkts,dload,rate,ackdat,dttl,sinpkt,dinpkt,sload,djit,sjit,spkts,sloss,dloss,response_body_len,is_sm_ips_ports,swin,is_ftp_login,ct_ftp_cmd,dtcpb,stcpb,dwin,ct_dst_sport_ltm,ct_flw_http_mthd,trans_depth,ct_srv_dst,ct_srv_src,ct_dst_src_ltm,ct_src_dport_ltm,ct_src_ltm,ct_dst_ltm
sfs(lr),sttl,dload,ct_state_ttl,rate,dmean,sinpkt,is_sm_ips_ports,dloss,dpkts,swin,response_body_len,sbytes,sload,sloss,trans_depth,dinpkt,djit,dbytes,spkts,ct_ftp_cmd,dur,sjit,is_ftp_login,dtcpb,smean,stcpb,synack,dwin,tcprtt,ct_dst_sport_ltm,ct_flw_http_mthd,ackdat,dttl,ct_src_dport_ltm,ct_srv_src,ct_srv_dst,ct_src_ltm,ct_dst_ltm,ct_dst_src_ltm
im(rf),ct_dst_src_ltm,sttl,ct_state_ttl,sload,smean,sbytes,rate,ct_dst_sport_ltm,ct_srv_dst,dbytes,dttl,dmean,dload,dur,dpkts,ct_srv_src,synack,sinpkt,tcprtt,ackdat,dinpkt,sjit,djit,spkts,stcpb,dtcpb,sloss,dloss,ct_dst_ltm,ct_src_dport_ltm,swin,dwin,ct_src_ltm,response_body_len,is_sm_ips_ports,ct_flw_http_mthd,trans_depth,is_ftp_login,ct_ftp_cmd
im(lr),ct_dst_sport_ltm,dload,tcprtt,synack,ackdat,ct_src_dport_ltm,swin,sload,ct_dst_src_ltm,dmean,djit,trans_depth,dloss,dpkts,dbytes,spkts,sinpkt,sloss,sbytes,is_sm_ips_ports,rate,dwin,ct_src_ltm,ct_dst_ltm,ct_srv_dst,ct_srv_src,dinpkt,sttl,ct_state_ttl,ct_flw_http_mthd,dtcpb,stcpb,response_body_len,ct_ftp_cmd,sjit,smean,is_ftp_login,dttl,dur
