,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
union,0,21.794578075408936,37.33440041542053,44.3812210559845,44.694499254226685,45.76446223258972,62.87131071090698,62.22164869308472,62.435529470443726,64.01314640045166,68.70543193817139,76.13858604431152,80.84435224533081,81.16085696220398,76.80094790458679,82.47371506690979,82.35462284088135,79.42739605903625,81.94987607002258,81.77153635025024,81.63811159133911,82.14214611053467,80.67620182037354,82.74143147468567
intersection,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.132682800292969,23.07978105545044,29.21992826461792,29.200564861297607,29.138066053390503,28.96350598335266,36.34403395652771,38.5644257068634,38.39102220535278,52.3084192276001,61.06211972236633,67.7598066329956,68.55560088157654
quorum,0,0.0,0.0,4.344554662704468,11.412931442260742,16.873167753219604,16.94520378112793,27.47190833091736,28.881742000579834,27.55355954170227,31.511451244354248,32.14707827568054,37.90121531486511,37.83340287208557,43.73909950256348,43.7368586063385,56.85515832901001,62.714597940444946,73.16396880149841,77.27542090415955,80.96423983573914,80.28361058235168,81.60732078552246,82.30007910728455
