,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
chi2,"(0.7114601923599563, 0.0025884638513801773)","(0.7114854331595118, 0.0025791482863074143)","(0.825795276595527, 0.014218519096100541)","(0.8120987040812802, 0.003670269883143893)","(0.8321142235993542, 0.00377234994628585)","(0.8373002822103789, 0.0072840886023760945)","(0.8322241633551016, 0.005832625459297191)","(0.8256224655121468, 0.012248727109878189)","(0.8279601629622345, 0.009225406416867697)","(0.9109144752431095, 0.009396749552068179)","(0.9232748669120964, 0.016326725660409054)","(0.9221559581865307, 0.016032600983799668)","(0.9206688164380911, 0.015885418049097072)","(0.9206596920689483, 0.017005819638436594)","(0.9312060598510836, 0.01488952547489516)","(0.9225221352694197, 0.015676988497233705)","(0.9294369561098034, 0.014487707210946731)","(0.9350347717457275, 0.009171545573801778)","(0.9256458949431818, 0.014293302402865386)","(0.9369109003689793, 0.008464429537633588)","(0.9284198013326195, 0.016003411129094435)","(0.9318262346848254, 0.017505297677821035)","(0.9335899769494279, 0.013255731326847453)","(0.9410345297885458, 0.012422887170841886)","(0.9437872750522441, 0.013292525412736666)","(0.9405764168710725, 0.01676522150118606)","(0.9417620634359045, 0.0146221057146921)","(0.940025441695607, 0.0158196615044433)","(0.9409474612474646, 0.011566216671939675)","(0.9420828672858523, 0.014520116734814842)","(0.9445048949113948, 0.010141179658767265)","(0.944782454517312, 0.011855649436480506)","(0.9458102697645827, 0.013122287948660912)","(0.943078203159823, 0.013562631460835228)","(0.9434075703170107, 0.01815220269283681)","(0.9427955765253613, 0.015854936785391585)","(0.9550500209781259, 0.0023910318941210117)","(0.9419065890353341, 0.010939350996553942)","(0.9455613972040456, 0.011949326712638299)"
ANOVA,"(0.8245732132459139, 0.0014039002949428408)","(0.8111878763654552, 0.003051704446693856)","(0.8142173091360894, 0.004373577177269962)","(0.8150212486093533, 0.00465455004549192)","(0.8316471522453759, 0.0031533419122882875)","(0.8274554234820093, 0.006459845442009289)","(0.8375907786652312, 0.004543899797475725)","(0.8709571754498849, 0.018225209354817886)","(0.8731399996233037, 0.023238672632099586)","(0.8708515454439972, 0.019715476074052194)","(0.8735093110669231, 0.012683441630095656)","(0.878913837598738, 0.007252523484282817)","(0.9261896761384218, 0.013846904986375055)","(0.9242224029855853, 0.019817424865584358)","(0.9319646487616005, 0.0071869457238941115)","(0.9337673622340587, 0.007655080731101156)","(0.9311003543913088, 0.014292361665845375)","(0.9275597105099594, 0.013271099063567653)","(0.9300780866216749, 0.016530680774157334)","(0.9286317812465201, 0.01674460295600239)","(0.9373559455771889, 0.011706352965152603)","(0.9266466833571485, 0.01654616196650379)","(0.9301364015400194, 0.014951480991090851)","(0.9400758465678365, 0.011583027757869542)","(0.9372652627011349, 0.010776973015054448)","(0.9449344002057904, 0.011455754041842767)","(0.9396464047123312, 0.01566508866030275)","(0.9392119985632246, 0.014348723667544862)","(0.9427183731560256, 0.013372392728584051)","(0.9430893546052109, 0.011707363127309812)","(0.9382673058260578, 0.017667574688976853)","(0.9421630247778504, 0.015160409874243289)","(0.941501541956899, 0.014338620246912065)","(0.9404939171247486, 0.015502290850728156)","(0.9428337739861276, 0.013175566540761574)","(0.9380125394679146, 0.016113836503732593)","(0.94018740070608, 0.01532016088928241)","(0.94421628533877, 0.012256925772630769)","(0.9446995008844056, 0.014517495563315263)"
mutualinfo,"(0.7101767134471422, 1.112150717702578e-05)","(0.7189648982528506, 0.004807495545605003)","(0.7489223315227377, 0.0039512185505777755)","(0.7528397272757598, 0.0013441113368067154)","(0.8508069471187302, 0.0051976493466251205)","(0.849065003774171, 0.0031259275779093455)","(0.8426209801220619, 0.007753974551999872)","(0.8632299102619438, 0.013710949983743972)","(0.8465572760432881, 0.013998749494215479)","(0.849240746918183, 0.021318795106623774)","(0.8495739911774616, 0.014930032967208663)","(0.843212233299813, 0.0180339945489505)","(0.8416464467727914, 0.014839319605084328)","(0.8806843109809936, 0.010702812874600889)","(0.8793377334754527, 0.006763874655257528)","(0.8823304146120575, 0.005920870218586644)","(0.8895245657226252, 0.010243536645288594)","(0.8818005136393164, 0.009247782422565588)","(0.88738261775764, 0.008428946069542411)","(0.8876052291398144, 0.010319746317971447)","(0.8838225930834891, 0.008445776964245288)","(0.8851263683801832, 0.0046941910340513905)","(0.8885898069174084, 0.008553036635282334)","(0.9031824927466291, 0.006345816324039038)","(0.8975127109468441, 0.010051099489129885)","(0.897736919788718, 0.007734459617235966)","(0.8989391138699192, 0.008245028371093433)","(0.8950946979095262, 0.008077128547623756)","(0.8943574740731479, 0.01134124136716944)","(0.8954131477376448, 0.012425594393908031)","(0.9381071689188121, 0.017352055702836794)","(0.9389997088335397, 0.012984659373643598)","(0.9398844955988288, 0.01573059797056915)","(0.941007272273181, 0.015582076206595354)","(0.9395445640061458, 0.013745829787815226)","(0.9466122481301419, 0.011734040703837172)","(0.9465426299122631, 0.013157150169731617)","(0.9447966181926388, 0.0145505871327925)","(0.9429894716723357, 0.011585767025871737)"
sfs(rf),"(0.7101767134471422, 1.112150717702578e-05)","(0.8245732132459139, 0.0014039002949428408)","(0.8323991998244056, 0.0022088562610164298)","(0.8300645175644548, 0.005479910331902733)","(0.8454028442448884, 0.012124967553522995)","(0.8599022929812878, 0.02375038010103193)","(0.8743813925684224, 0.01720665664448379)","(0.8753578636650425, 0.007063420859270112)","(0.885421871052021, 0.007713152009502488)","(0.8804644408671223, 0.01249909774925087)","(0.8825687609726881, 0.005844770213625581)","(0.8835340192952804, 0.010292460628158504)","(0.8853811114153387, 0.00447679988179156)","(0.8792043520907674, 0.010819418269686954)","(0.8758429340647552, 0.013035189479337832)","(0.8791502081723678, 0.00804281235090316)","(0.8765244281062031, 0.009132136309828407)","(0.8836233660107418, 0.007773549699707382)","(0.8761101196520509, 0.010669432994403637)","(0.8807799324853844, 0.007294447107054777)","(0.8791730707441303, 0.006176880965746891)","(0.87502976157748, 0.008954049542761647)","(0.8807020352156277, 0.013096697933787099)","(0.8817448352202553, 0.0071408747974492735)","(0.876504776020145, 0.006984627899869407)","(0.8810456844131531, 0.004170308817918181)","(0.8761853731086706, 0.0031062084793353263)","(0.8767030395364694, 0.004738502271269464)","(0.8723200079554774, 0.012041218770858638)","(0.8681385919273265, 0.012711777613580253)","(0.8674890734377616, 0.02733533245741365)","(0.8839858685661792, 0.025938205945021667)","(0.8886847800754764, 0.01243994214561459)","(0.9006723959637402, 0.010874054744037938)","(0.9026558637062362, 0.008926783193479932)","(0.943011488418691, 0.011170603699082826)","(0.9401984932055945, 0.016362981989884645)","(0.9470465917425251, 0.010213539875034336)","(0.9439906362947585, 0.013579006669009987)"
sfs(lr),"(0.8245732132459139, 0.0014039002949428408)","(0.8245732132459139, 0.0014039002949428408)","(0.8308288185176844, 0.008778049640596123)","(0.8264443154884725, 0.004070306827448011)","(0.8419951693428723, 0.0072268745579046785)","(0.8446517504420475, 0.005285286977118188)","(0.8474349447995397, 0.010807599547939133)","(0.8357628367183352, 0.008229588922039423)","(0.8423195661557308, 0.010688959964536062)","(0.8459471284384878, 0.012459217377271604)","(0.8481779425050799, 0.007935708524900217)","(0.8472858063314869, 0.004032805746453501)","(0.8496443710875468, 0.010631384929112031)","(0.8572427241097449, 0.00615427459412759)","(0.8523781196775376, 0.013288790940543584)","(0.8589825497098852, 0.007217000298471523)","(0.8527878455917127, 0.016659016875016062)","(0.8516844228649253, 0.012254287336997367)","(0.8499191165300001, 0.01122854775899874)","(0.8582878887258879, 0.012617364162213955)","(0.8571935016401324, 0.015654199451745704)","(0.852717184011407, 0.011524215589879112)","(0.8535287244369316, 0.013564861114912508)","(0.8461974151064788, 0.013258574818925008)","(0.8421712249579401, 0.007249912080621665)","(0.8394882734222042, 0.009322849748109978)","(0.8798618354617753, 0.006014492459204213)","(0.868372783220491, 0.01750443189909126)","(0.8797965146662545, 0.00802849299853995)","(0.8826113969266351, 0.01283311759289264)","(0.8910616092729219, 0.012801987016184155)","(0.8893944131857945, 0.02271413158616341)","(0.8955498585133725, 0.007221717802784758)","(0.8916966701335873, 0.012410828271962748)","(0.9016361081832504, 0.007517268569051714)","(0.9007319643802557, 0.0074780478315048995)","(0.9040921384581383, 0.009382594918463084)","(0.903933010455875, 0.012242724270232761)","(0.9452277881817043, 0.015525721602931194)"
im(rf),"(0.5124553991283985, 0.032726017466507475)","(0.8434409542997475, 0.0028338065382740073)","(0.8875616434894059, 0.02929869420360905)","(0.9062250483516872, 0.005635516825361484)","(0.9224111131140047, 0.006990595922262117)","(0.9112395426760729, 0.013401154741809354)","(0.9170016336819728, 0.009129785089849022)","(0.9247491866741399, 0.009460182034824814)","(0.936569526305376, 0.009170804246705586)","(0.9377985820148382, 0.009440043694138934)","(0.9331635547068649, 0.014017102724901432)","(0.9384372803132519, 0.01047035751651417)","(0.9399255776239837, 0.009966323291752737)","(0.9441967889101859, 0.006451871208115429)","(0.9349785265976827, 0.016879643472320356)","(0.9408495400989751, 0.016395269360821817)","(0.9426167146988261, 0.01260412916408458)","(0.944056360832293, 0.007407759731493513)","(0.9421653691771473, 0.012436239471854457)","(0.9430893321250811, 0.009475481870285116)","(0.9450682855931563, 0.007942802271826426)","(0.9443782388528421, 0.008989508389553714)","(0.9457904424123432, 0.009175148556404965)","(0.9399407876603935, 0.015859776027615628)","(0.9411002773748244, 0.010856242022870138)","(0.9404393404116365, 0.012114537714516423)","(0.9391962535997294, 0.010937922079013165)","(0.9374555173194734, 0.013288202294147518)","(0.9380141535793426, 0.01817770426275988)","(0.939248268606913, 0.015026269974365975)","(0.9380877226880905, 0.016113937742603345)","(0.9318433608340924, 0.01836414187787168)","(0.9364346063413744, 0.019295772496252313)","(0.9363334662628733, 0.014993510498748653)","(0.9363248910776933, 0.0167003285157769)","(0.9426837935098575, 0.01672352330579188)","(0.942105136791958, 0.019249234883263168)","(0.9400168364777141, 0.02135145504611554)","(0.9423867322857467, 0.01139072343008751)"
im(lr),"(0.6989013650676813, 0.0027824323155599675)","(0.7003739043518038, 0.002604534495127563)","(0.8115441034390741, 0.00845982826011862)","(0.8081798728319205, 0.011018022505578214)","(0.8118056196526269, 0.0064379227916087625)","(0.8137392784576027, 0.004581500048478444)","(0.8487948055762349, 0.0046733570181867095)","(0.8456455359624598, 0.012910021567231925)","(0.9137637761451162, 0.005056044034674712)","(0.9169522832373806, 0.00708968881563032)","(0.9176082855040418, 0.00450827358422801)","(0.920645463729973, 0.002175514181365914)","(0.9201056038111298, 0.0050469225438687865)","(0.9175291114767953, 0.007362718613498706)","(0.921227876826524, 0.007185247282799431)","(0.9207240893554539, 0.010255048467882647)","(0.9244875787772149, 0.009260089122612756)","(0.9257850065510758, 0.007965429915273473)","(0.9232157735229795, 0.00934502157047503)","(0.9258895167809907, 0.010337888476805219)","(0.9246125451619951, 0.013112977194505727)","(0.9282526738738458, 0.008397034463410044)","(0.9324891480391388, 0.008563098239923243)","(0.9380109328543277, 0.009933592400535938)","(0.937357856276509, 0.007771695042827733)","(0.9404941878626968, 0.00962913120560889)","(0.9373617296225942, 0.01143548099422047)","(0.9405634355713712, 0.01097925942239723)","(0.941225531993442, 0.010288221773223109)","(0.9420728790910203, 0.009306984896959736)","(0.9365034139730437, 0.015240093388121193)","(0.9364383570707782, 0.013296675295614483)","(0.9322097940412318, 0.026143318044873104)","(0.9412639921404832, 0.012096364301848034)","(0.9427314963636604, 0.007610130508830486)","(0.9414248249321042, 0.018121039448531263)","(0.9429289933405552, 0.008928406862496773)","(0.9428688085771956, 0.014899932721866967)","(0.9457017661618355, 0.012926218270212972)"
