,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
greedy,"(0.8245732132459139, 0.0014039002949428408)","(0.8299301065658314, 0.006312969514146395)","(0.837777574659904, 0.008339509818703518)","(0.8475679813058559, 0.016035267294037543)","(0.8383506461508698, 0.01579422940696201)","(0.8377210894673551, 0.009297797915683543)","(0.8450703047509446, 0.014624218684950339)","(0.8485252820884795, 0.01158739758565947)","(0.8491562182570507, 0.015329659086109138)","(0.8547883558338656, 0.0147332499576299)","(0.838272783825589, 0.01061230056913747)","(0.8421036581626481, 0.011759393845827228)","(0.8455901367595221, 0.013039568630850549)","(0.8548186050167501, 0.02173738332951904)","(0.8357155037709845, 0.012487487419205714)","(0.8627918645648236, 0.02058133479843359)","(0.8712380591875724, 0.022648721936376827)","(0.8783275952476034, 0.02400169474723509)","(0.8749548406668539, 0.0215881520793707)","(0.8727110609228088, 0.019148790242720745)","(0.8663783482682061, 0.018780331648383858)","(0.8896936171418209, 0.011362798853119723)","(0.8809626234895221, 0.01851432837608197)"
