,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
greedy,4.684156179428101,7.834495306015015,15.032889604568481,15.377028226852417,22.081343173980713,28.736735343933105,33.86573314666748,35.82055473327637,40.021310329437256,42.051854372024536,44.450562477111816,46.109047174453735,51.8123140335083,58.1111159324646,58.29569435119629,62.96398186683655,68.90233087539673,70.04732060432434,71.95329999923706,75.54847598075867,81.91051363945007,83.71184039115906,83.76365232467651,84.01889109611511
