,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
union_LR,4,0.6314302944971308,0.6322221149469678,6,0.6543150800126479,0.6535736806627672,2,0.46984171978698475,0.4711405369275868
intersection_LR,11,0.5051840636736985,0.5071021831256487,38,0.6566436621186268,0.6553002917435718,14,0.5051840636736985,0.5071021831256487
quorum_LR,3,0.49106058179690615,0.493066646678621,27,0.6627852103842122,0.6610223438793049,6,0.49106058179690615,0.493066646678621
union_GB,3,0.9951957106377971,0.995365108474955,42,0.9960495141232464,0.9959611530753816,2,0.9839171533166884,0.983130346720678
intersection_GB,11,0.5210268531202814,0.5236329724319898,27,0.9712695884705079,0.9700832220048214,19,0.9034377253085516,0.9028168342786332
quorum_GB,3,0.5674235516308364,0.5708394889361494,9,0.9823180364046007,0.9819242470974842,8,0.9453787493001377,0.9447809826245964
union_NN,2,0.9280337662482158,0.9534007844535568,42,0.9443239405439247,0.964500056194508,2,0.9280337662482158,0.9534007844535568
intersection_NN,11,0.5048620485677846,0.5069508910664146,31,0.9331471727804779,0.9629988701660444,16,0.8836326125892459,0.8830263147549748
quorum_NN,3,0.5065201812221567,0.5352924100663199,14,0.9364571428258597,0.9551347738917352,8,0.8478007513024645,0.9076433359547617
