,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,5,0.5038639531185329,0.5056923120908025,16,0.6221224222952939,0.6213723614235599,5,0.5038639531185329,0.5056923120908025
greedy_GB,2,0.9306080988460058,0.9295475994457942,42,0.9960524788520967,0.9959611530753816,2,0.9306080988460058,0.9295475994457942
greedy_NN,3,0.6936805028480484,0.6807995550757352,4,0.8995619901393498,0.9047671741419624,4,0.8995619901393498,0.9047671741419624
