,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
greedy,0.9248130321502686,0.39837026596069336,0.3903627395629883,0.4482908248901367,0.6404683589935303,0.5420286655426025,0.49599480628967285,0.49866628646850586,0.48241257667541504,0.6320619583129883,0.7010622024536133,0.832301139831543,0.7861473560333252,0.6978554725646973,0.8190231323242188,0.8351955413818359,0.7694919109344482,0.9282376766204834,0.9049382209777832,0.9432189464569092,0.9837274551391602,0.9039475917816162,0.9113781452178955,0.894512414932251,0.9510128498077393,0.9693825244903564,1.0917744636535645,1.0744094848632812,1.1004908084869385,1.1406264305114746,1.0448167324066162,1.2038841247558594,1.2281498908996582,1.243206262588501,1.2069458961486816,1.239302635192871,1.2510147094726562,1.250579595565796,1.1892991065979004,1.303044080734253,1.2514102458953857,1.35426664352417
