,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
union,"(0.8691704622062332, 0.026124938618498857)","(0.9280337662482158, 0.005697979258765199)","(0.9413697734199605, 0.011053356525423781)","(0.9446949107666344, 0.006872029288498265)","(0.9481710386249238, 0.006191049788236246)","(0.9485726554442147, 0.008884897143098772)","(0.9446411276002756, 0.010241395518960838)","(0.9484078887348009, 0.011591980361415776)","(0.9456035378885901, 0.006708021290525732)","(0.9471399660375521, 0.009939162605887312)","(0.9441732738576867, 0.006073436148628819)","(0.9430777873761074, 0.009910628713048892)","(0.9412295011112064, 0.009080844085456155)","(0.9440796342056326, 0.011604920763721664)","(0.941411309648859, 0.010244643619904738)","(0.9426875065657363, 0.010725747138577681)","(0.941719018111343, 0.009191261908765694)","(0.9449526178826705, 0.00980134670667976)","(0.9396496128128617, 0.009974253058257882)","(0.9421566772369282, 0.010655991932193052)","(0.9383559529646643, 0.009575240845226436)","(0.9441106814831624, 0.009712922578463455)","(0.9447580584042002, 0.008925241393061702)","(0.9414201392342868, 0.010296841966366963)","(0.9401441854104325, 0.013022843562107698)","(0.9446405658896658, 0.008413584267226158)","(0.9436908413865972, 0.009269078562131553)","(0.9383142497654526, 0.012732010676105633)","(0.9415007103841371, 0.012960686011909583)","(0.9427554314914591, 0.011759526158936565)","(0.9412569100180546, 0.009297757759417819)","(0.9412979446365825, 0.009703756889822722)","(0.9464485243412184, 0.011046640065211806)","(0.9461646201696043, 0.011961249788710248)","(0.9437135994374517, 0.009120887296563707)","(0.9417687205959435, 0.009415540436185635)","(0.9434509330332999, 0.010277860314051715)","(0.9441495350786722, 0.01159956228910434)","(0.9426916990944948, 0.009787928166309521)","(0.9441878245226786, 0.009558131110781099)","(0.9416186787760376, 0.013103357718773025)","(0.9443239405439247, 0.009226323186708324)"
intersection,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0.5048620485677846, 0.0028523241232533848)","(0.50489783546255, 0.00283602984080509)","(0.5049418297155002, 0.0029270901506853104)","(0.5046840693140735, 0.0029257723447151524)","(0.7203899367273732, 0.10759927926405219)","(0.8836326125892459, 0.0028859882173314774)","(0.8822411203585669, 0.00273022522787528)","(0.8786171779243646, 0.0077169989540486275)","(0.8812150591987391, 0.0016568830944576997)","(0.8918304462085119, 0.002879243769890624)","(0.8910534643303535, 0.0019219413950275085)","(0.8911887902059357, 0.0022344794080515658)","(0.8908749127571582, 0.0016322498084321122)","(0.8926479183986548, 0.002661866787399525)","(0.8927498007159571, 0.0032876157559431074)","(0.8814206615111665, 0.03555043525123251)","(0.8948674108444195, 0.0375850111335539)","(0.8881062037236129, 0.034160874717275115)","(0.8866284408063125, 0.03030610894190033)","(0.8926418888328878, 0.03166814308896933)","(0.9331471727804779, 0.012889209625687138)","(0.9413210674444624, 0.013181632973051815)","(0.936410414681293, 0.013727987003084736)","(0.9384719677354008, 0.0142117539166504)","(0.9340614821770457, 0.012843063252552127)","(0.9362116265559184, 0.011222957414481078)","(0.9404335708468823, 0.010912724033761667)","(0.9446981989193386, 0.009382428038026927)","(0.9399082137279606, 0.007056149996140814)","(0.9437551106690216, 0.010625425370202429)","(0.9436882791039866, 0.009342260329302948)","(0.9393161574998381, 0.008296960856828494)"
quorum,"(0, 0)","(0, 0)","(0.5065201812221567, 0.003167870133798009)","(0.5060252463203807, 0.003437872022048473)","(0.5058610242407376, 0.003337509188318115)","(0.5056594755837873, 0.0029468594195027073)","(0.7639108164761705, 0.006482152884393336)","(0.8478007513024645, 0.028801900054654935)","(0.9070392643922502, 0.02588729499217266)","(0.8987183073860464, 0.028723146169814556)","(0.9119443092846092, 0.029769517786146872)","(0.9057668514669615, 0.027895796057899526)","(0.9093898458396692, 0.03238599876517132)","(0.9364571428258597, 0.012555904478660925)","(0.9368551889151029, 0.015717208589004848)","(0.9352511670927045, 0.014826973594490462)","(0.9439035333506303, 0.011470156453340197)","(0.9391524239374173, 0.01262105379642453)","(0.9416008460528925, 0.013968652438060987)","(0.9396493548040403, 0.0156742623830794)","(0.9380254985625296, 0.011315833562694876)","(0.9388053091592781, 0.01386812545509392)","(0.9384169761871244, 0.01275727470844742)","(0.9400988662243386, 0.01106919521454434)","(0.9410002213185606, 0.01289356622896943)","(0.9394101126878738, 0.01075129414973685)","(0.944454553197662, 0.011555759127606487)","(0.9452952687424071, 0.010760881868870776)","(0.9424765183844505, 0.009047257341416861)","(0.9514385939425803, 0.008232529692695272)","(0.9415360269504343, 0.010406797885324686)","(0.9407819882635791, 0.009371291070841668)","(0.9460186673457525, 0.007354499789834293)","(0.9449516025450124, 0.009441010996751889)","(0.9427162246509635, 0.009162158555744988)","(0.9417268334716837, 0.01089462605187037)","(0.9448335327620558, 0.010345831933172777)","(0.9424315797573012, 0.010876990303154647)","(0.9465424668488174, 0.012383148569844448)","(0.9401659620467641, 0.008075019396005516)","(0.9444588116891808, 0.011780866719823384)","(0.9420430276034271, 0.009296676324792709)"
