,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
chi2,"(0.0, 0.0)","(0.8249524752695724, 0.0025774503384615867)","(0.8728999164985668, 0.0018800657676737002)","(0.8725841243018093, 0.002279395305589334)","(0.8748210570852664, 0.0020527236877445725)","(0.9052766843788784, 0.00161710722195523)","(0.9499749392623846, 0.0006756557425027624)","(0.9514689016170583, 0.0008929351230894281)","(0.9623470479248487, 0.004939338841430286)","(0.9603573985622648, 0.005813789320823432)","(0.96076943648324, 0.005704505295464635)","(0.9565402451393228, 0.0006307108659822562)","(0.9799835151646678, 0.000588555036063971)","(0.9809385253522345, 0.0004055200328053503)","(0.9810345953891988, 0.0005160630616614021)","(0.9812600381547654, 0.00048380474430971977)","(0.9807599154576344, 0.0050301127519376335)","(0.9764541647340274, 0.004419262275296285)","(0.9761423119781206, 0.004649799779282041)","(0.9862481032838224, 0.0015246076633486972)","(0.9881023278977363, 0.0009984915741626335)","(0.9881062052829783, 0.0010022673335425374)","(0.9882772034268582, 0.0008388079297563172)","(0.9880657644321038, 0.0006519228295193031)","(0.9880695583962181, 0.0006576609437091255)","(0.9960945311762602, 0.0004299517860422819)","(0.9957953052637926, 0.0004215980434546671)","(0.9958231103505023, 0.0005751533031592662)","(0.9960449265844371, 0.00037084963693730837)","(0.9960870479191939, 0.0004671983607738446)","(0.9960909165682844, 0.0004706013418396588)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)"
ANOVA,"(0.5207835453323296, 0.002735167361095944)","(0.5671430220980558, 0.0027433945288343332)","(0.7379068909051156, 0.0009753511064170795)","(0.8995794219111746, 0.0017175929029411702)","(0.9080319997368609, 0.0011486218764832205)","(0.908168851432276, 0.001743679059395383)","(0.9251411496500148, 0.0014733856576014095)","(0.9291209203618965, 0.0013027940524634987)","(0.9282655401440939, 0.0020726822397285887)","(0.9748815999044304, 0.0005511223395181507)","(0.9768425555161813, 0.0007962071841761688)","(0.9808089200145401, 0.0006405386906746617)","(0.98073883307086, 0.0005071823391928455)","(0.9811878530490272, 0.0005222250277107245)","(0.9812523529524627, 0.0004545467389521595)","(0.9812600381547654, 0.00048380474430971977)","(0.9798554183224389, 0.0005808002001270378)","(0.9834002929051389, 0.002247600897015202)","(0.9871185925872622, 0.0006542823736703196)","(0.9862481032838224, 0.0015246076633486972)","(0.9872831856500879, 0.0008252252625614276)","(0.9873670509766793, 0.0007007876758341732)","(0.99530850336384, 0.0003660197245323435)","(0.9960070499523319, 0.0004077020999828831)","(0.9959875224728865, 0.0005431960720558035)","(0.9959875224728865, 0.0005431960720558035)","(0.9957953052637926, 0.0004215980434546671)","(0.9958231103505023, 0.0005751533031592662)","(0.9960449265844371, 0.00037084963693730837)","(0.9960487985179165, 0.0003715512611434682)","(0.9960949445814726, 0.00030302894457972927)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)"
mutualinfo,"(0.8005492632272244, 0.001405423775710121)","(0.9174892798206271, 0.001110689939008633)","(0.9801562897410813, 0.0007582831898847953)","(0.9940753249760856, 0.0009490979367316928)","(0.9943391655980349, 0.0005977184828709564)","(0.9953318017037327, 0.00016078670925634265)","(0.9953586563604959, 0.00012171108168645324)","(0.9952914842502553, 0.0001611872577629341)","(0.9952210564048475, 0.000190733562661942)","(0.9952560953006409, 0.00022033604895345442)","(0.9957834658433768, 0.0001730040987133423)","(0.9959722580085348, 0.0002196989782517135)","(0.9958412176496964, 0.00016328864199880187)","(0.9959169815736143, 0.0002489160314555889)","(0.9959169815736143, 0.0002489160314555889)","(0.9961416195726835, 0.0003227576250154406)","(0.9957993605132671, 0.0003694102833946834)","(0.9959138499466735, 0.0003113152756228006)","(0.9959808270907267, 0.0002598397829138677)","(0.9958075644224216, 0.00021646576323997003)","(0.99560297660571, 0.00036638590317549164)","(0.9957248977195811, 0.00030412975144822785)","(0.9959875671513085, 0.0003516311497713771)","(0.9959914640247941, 0.000360764597490372)","(0.9959795562249599, 0.0003913411530613714)","(0.9962222924342115, 0.0004138547733353616)","(0.9959747567850666, 0.0005319326981717864)","(0.9957904142084096, 0.0005702434869616178)","(0.9958910687052868, 0.0003842602282900228)","(0.9961029124337442, 0.0005289492557284856)","(0.9961029124337442, 0.0005289492557284856)","(0.9961029124337442, 0.0005289492557284856)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)"
sfs(gb),"(0.8230717912637484, 0.002191351063577786)","(0.9250543737148235, 0.0007192909504378288)","(0.9633717902124139, 0.0007272188557556528)","(0.9940753249760856, 0.0009490979367316928)","(0.9944309658390823, 0.0005720319895560403)","(0.99505697001315, 0.0002782132814734937)","(0.9957191302543595, 0.00031154696542102936)","(0.9960327044053887, 0.00025445014688589275)","(0.9961243775483395, 0.0002019408938134078)","(0.9961048891559384, 0.00021710321105418637)","(0.9962538808952308, 8.975488451935477e-05)","(0.9961409786647707, 0.00016580641851582237)","(0.9960099730046119, 0.00022341048218446283)","(0.9960717303385156, 0.00019289570264739727)","(0.9960069790702125, 0.00015051246747742374)","(0.9959711890863314, 0.00021897961869940996)","(0.9958137313542179, 0.00024804500030866473)","(0.9959134214534634, 0.0002484953998173003)","(0.9955979112829985, 0.0001837544296832756)","(0.9956319969924744, 0.0002629864735211287)","(0.9956319990809683, 0.00025839184683588463)","(0.9955982196313814, 0.0002899689827485875)","(0.9955667902010182, 0.00033371749498453066)","(0.9955600990610879, 0.00010643175859330177)","(0.9955600924535031, 9.335309230373307e-05)","(0.995567839133314, 9.186102548041764e-05)","(0.9955523523812768, 0.00010716413278293506)","(0.9955639678140902, 8.807121456354012e-05)","(0.9955562277418639, 0.00010288771301199128)","(0.9954446432564495, 0.0003445423198815643)","(0.9958094748302841, 0.0007733293423553819)","(0.9958222031262485, 0.0003141975236230188)","(0.9961067816805318, 0.000531558891911151)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)"
sfs(lr),"(0.5207835453323296, 0.002735167361095944)","(0.5671430220980558, 0.0027433945288343332)","(0.5700024370330147, 0.0025677870337777776)","(0.5718806739819223, 0.003015856686407396)","(0.5719945504025997, 0.0028969628220919586)","(0.5931102900152208, 0.0030589375098283864)","(0.7699666979021582, 0.0027649211607191815)","(0.9210883714715337, 0.0016875767913891457)","(0.9496122376818699, 0.0013302374155496775)","(0.9574001171232217, 0.000699068368272034)","(0.9574001171232217, 0.000699068368272034)","(0.9574037352527253, 0.00070587220394168)","(0.9615953014544922, 0.0016320499375598694)","(0.9689164206082349, 0.002854211294962198)","(0.9731151756234044, 0.0006371860486270197)","(0.9731151756234044, 0.0006371860486270197)","(0.9731151756234044, 0.0006371860486270197)","(0.9733774153881756, 0.0006338053110217935)","(0.9757340052795413, 0.0009356144995224708)","(0.9771670482660856, 0.0008168288594753454)","(0.9778888256965932, 0.0005584422567310299)","(0.9845210861386434, 0.0009154034252473897)","(0.9837284664429948, 0.0008900041820843513)","(0.9855957456994477, 0.0005531603069540595)","(0.9855769957331336, 0.0005566491733436887)","(0.9855769957331336, 0.0005566491733436887)","(0.9855745324512984, 0.0006192861566003687)","(0.9862302916768094, 0.0005897063154812817)","(0.9862302916768094, 0.0005897063154812817)","(0.9862302916768094, 0.0005897063154812817)","(0.9862302916768094, 0.0005897063154812817)","(0.9862302916768094, 0.0005897063154812817)","(0.9862302916768094, 0.0005897063154812817)","(0.9862302916768094, 0.0005897063154812817)","(0.9919892472619269, 0.0008998502609110083)","(0.9920352719485471, 0.0010103367381243135)","(0.9959882304642418, 0.00027243388557057264)","(0.9962794950168536, 0.00039801013242281785)","(0.9962794950168536, 0.00039801013242281785)","(0.9961754673268113, 0.0002569089016488259)","(0.9961838511098298, 0.0004387301039257)","(0.9960524788520967, 0.0004416703738021089)"
im(gb),"(0.6945658980691972, 0.0012050721457129)","(0.732987479469404, 0.0015934824527899618)","(0.7854808738912259, 0.0011371775421570311)","(0.9347551142903614, 0.0010652044955690638)","(0.9802412055492663, 0.00044028434719778115)","(0.9796239402282094, 0.0008881461369732011)","(0.9800048744707093, 0.0007897516059652193)","(0.9956054802755986, 0.0001445575313905842)","(0.995617913933148, 0.00028266775166477156)","(0.9958384115657417, 0.0001377480543340993)","(0.9957997893961478, 0.0001352906846230821)","(0.9965741859928616, 0.00010884873792060473)","(0.9963775001952447, 0.00011174754231161059)","(0.9958637749818349, 0.00018265419933380776)","(0.9956172358266283, 0.0002905946307684949)","(0.9957866969327395, 0.00018692069806268852)","(0.9958326836757723, 0.00016074273888376668)","(0.995790694216115, 0.0002888406110803033)","(0.9961757325252464, 0.0003146672417380167)","(0.9962410682015147, 0.0003243554192439618)","(0.996171558232572, 0.0002688285310726326)","(0.9962644270612934, 0.0002531312541184641)","(0.996141120877765, 0.0003289580894077235)","(0.9959596571927222, 0.0006247950159513747)","(0.9959480809766269, 0.0006163604092736978)","(0.9961138801748938, 0.0003456425957608297)","(0.9957908518055729, 0.00038798241717560714)","(0.9960953946474559, 0.0005241684078585296)","(0.9961029124337442, 0.0005289492557284856)","(0.9961067816805318, 0.000531558891911151)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)"
im(lr),"(0.07727138270177301, 0.0023064714670064856)","(0.24113564089520007, 0.0015565760626698943)","(0.5014258576426301, 0.0026283284882729543)","(0.528334866068792, 0.003144583537547115)","(0.7351360085007327, 0.00362388636913462)","(0.7380700788689655, 0.0021120653295717494)","(0.7370854683271515, 0.004835379204658997)","(0.8419753039423428, 0.002046496512881168)","(0.8694882030535391, 0.0016666872009970179)","(0.8807510717010402, 0.0011804240323370515)","(0.8814058509732947, 0.0017083522453508096)","(0.8844188897460455, 0.0017471752651247964)","(0.8852363662398304, 0.001180241412300824)","(0.9474550354944355, 0.0013430147679661727)","(0.9466298597730303, 0.0009573841943501516)","(0.9475353094700762, 0.0012533676300749753)","(0.947385523579874, 0.0010294370182780807)","(0.9473966871474493, 0.001167519611603979)","(0.9463817773418916, 0.0010158071403676243)","(0.9461632952530081, 0.0012462309583237464)","(0.9464585286538336, 0.001102343603776149)","(0.9464585286538336, 0.001102343603776149)","(0.9527113118256432, 0.0006898164312282057)","(0.9573430680837062, 0.004069574861981626)","(0.9599043520096651, 0.000912173773785436)","(0.9901582730961526, 0.00046546811807901285)","(0.9903275327852901, 0.0004492398461050174)","(0.9903275327852901, 0.0004492398461050174)","(0.9956693704157397, 0.00036653244036068377)","(0.9956693704157397, 0.00036653244036068377)","(0.9958879040900535, 0.0005150095469116415)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)","(0.9960524788520967, 0.0004416703738021089)"
