,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
greedy,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.5038639531185329, 0.002833438215520698)","(0.40060018187953944, 0.0019214505404689637)","(0.44857314582890223, 0.0021831582191500533)","(0.45176811245620446, 0.002280732334111396)","(0.47364149668621136, 0.0021972489063440317)","(0.47364149668621136, 0.0021972489063440317)","(0.47152511567156746, 0.0017625079421696862)","(0.47358465541131417, 0.001785926372111932)","(0.4876806113970288, 0.002256070653653777)","(0.4874760411517286, 0.002255588504948712)","(0.4715529017352734, 0.0018214038100744638)","(0.6221224222952939, 0.0026524882962506292)","(0.6220803256764272, 0.0026327515362083716)","(0.6221953509532648, 0.002685723946765847)","(0.62036287284345, 0.0024633389544505085)","(0.6378233631880945, 0.002223563498906476)","(0.6378233631880945, 0.002223563498906476)","(0.6381270953154293, 0.0019530943854932)","(0.6376315423882785, 0.0018285732072959183)","(0.6376545124886374, 0.0016202885008466618)","(0.6525342244259265, 0.001351857673119707)","(0.6537683471296026, 0.0013720192150564194)","(0.6558811167073675, 0.0011298183215637542)","(0.6567180867257774, 0.0010923563863257202)","(0.6567180867257774, 0.0010923563863257202)","(0.6567180867257774, 0.0010923563863257202)","(0.6546957565953548, 0.0036554358273135704)","(0.6619517497436178, 0.0016840708902386725)","(0.6621015745331447, 0.0017053771186961838)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)","(0.6621734891820216, 0.0014048563394868506)"
