,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
greedy, Init_Win_bytes_backward, Subflow Fwd Bytes, Destination Port,Init_Win_bytes_forward, Bwd Packet Length Std, Avg Fwd Segment Size, Bwd Packets/s, Down/Up Ratio, Min Packet Length, Bwd Header Length, Fwd Packet Length Min, Active Min, PSH Flag Count, Bwd Packet Length Min, Fwd IAT Std, ACK Flag Count, URG Flag Count,FIN Flag Count, Bwd IAT Std,Fwd Packets/s, Flow IAT Mean, Idle Std,Flow Bytes/s, Flow Packets/s, Active Std,Fwd IAT Total, Flow IAT Min, min_seg_size_forward,Subflow Fwd Packets, SYN Flag Count, Fwd Header Length.1, Bwd IAT Min,Bwd Avg Bulk Rate, CWE Flag Count, Fwd Avg Bulk Rate, Bwd PSH Flags, ECE Flag Count, Fwd Avg Packets/Bulk, Bwd Avg Packets/Bulk,Fwd Avg Bytes/Bulk, Bwd URG Flags, Bwd Avg Bytes/Bulk
