,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
greedy,1.901911973953247,0.8342328071594238,0.8329596519470215,0.7603292465209961,0.17670321464538574,0.17255330085754395,0.17459321022033691,0.18493437767028809,0.18205618858337402,0.29791975021362305,0.39994239807128906,0.18167519569396973,0.31300854682922363,0.3139626979827881,0.3134489059448242,0.4133331775665283,0.21005916595458984,0.3451864719390869,0.33165669441223145,0.4376223087310791,0.32979488372802734,0.36007165908813477,0.22739148139953613,0.2483358383178711
