,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,7,0.7850491483488719,0.8845961613218791,22,0.8113817799012768,0.8757706629561078,2,0.7066516847252022,0.8087816386677339
greedy_GB,2,0.9013311939446526,0.900197694904313,3,0.9214861662860304,0.9205237461162894,2,0.9013311939446526,0.900197694904313
greedy_NN,2,0.8402711850378985,0.8535981073377918,3,0.8974490696287107,0.9006829708103236,3,0.8974490696287107,0.9006829708103236
