,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
greedy,139.50364542007446,142.82262229919434,139.35572218894958,140.62551188468933,139.0611596107483,141.2463092803955,142.4197928905487,145.38910603523254,142.44091629981995,142.56609654426575,140.2299828529358,140.01102900505066,138.7532033920288,139.77289533615112,139.77451968193054,142.25845193862915,145.53926873207092,138.86848545074463,148.03654313087463,144.85637974739075,144.52338790893555,146.2944130897522,144.55136275291443
