,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
greedy,"(0.8245732132459139, 0.0014039002949428408)","(0.8100042381557584, 0.012503070145037997)","(0.8185926512643009, 0.004400513248757575)","(0.8205849165205311, 0.003398907606547829)","(0.8288404461192194, 0.003301623367822159)","(0.8366460942638669, 0.01183197610221242)","(0.8244521341922344, 0.010403495647863173)","(0.8454226956262717, 0.0061072797885523234)","(0.8499915600268464, 0.01441957707161103)","(0.8494452966620175, 0.012191023801558362)","(0.8417766588191018, 0.008805304486744235)","(0.8582753402513503, 0.01565820116113263)","(0.8364517381340706, 0.004824526078827319)","(0.8463714224791401, 0.010796688547171706)","(0.8471541969529033, 0.011053579414357716)","(0.8459138147107591, 0.01560722932814185)","(0.8490247487817776, 0.014028699877427782)","(0.8424700634643685, 0.010054823943150711)","(0.869395828743356, 0.014110349131408432)","(0.8804230837144239, 0.021107351657140713)","(0.8771893086660075, 0.012063679819297523)","(0.8671205409011276, 0.01989018472165598)","(0.8773586380775085, 0.022133231646340377)"
