,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
greedy,sttl,smean,sload,ct_state_ttl,rate,dur,dload,dmean,sinpkt,dpkts,swin,ct_dst_sport_ltm,dtcpb,stcpb,dttl,synack,dinpkt,ct_flw_http_mthd,spkts,sjit,djit,response_body_len,trans_depth
