,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
chi2,"(0.7104134177465956, 0.03354236834400395)","(0.710422658960589, 0.03355174624885153)","(0.8090991504960894, 0.08999466794452902)","(0.7793443875128359, 0.07891963398371478)","(0.780335219882804, 0.07676857395183173)","(0.7795566566463605, 0.07581641950691635)","(0.7795566566463605, 0.07581641950691635)","(0.7795115205088592, 0.0758114314936644)","(0.779269752031224, 0.07673139728583135)","(0.7938033370465197, 0.06768750147389772)","(0.7727764985868992, 0.07724808313289698)","(0.7623216367780061, 0.08845819592559759)","(0.7552505759279635, 0.09629838196406919)","(0.758856713418603, 0.08799091276901433)","(0.7844290441641127, 0.08043116700357819)","(0.7840994656172922, 0.08129634771718502)","(0.7877365039608424, 0.07678065986115466)","(0.7877040433456524, 0.07746110419318816)","(0.7884848176287015, 0.09134277005669936)","(0.7896758823624289, 0.08935064824868884)","(0.8211142610290765, 0.06551030294665981)","(0.826069292515335, 0.06371610951820618)","(0.8268859482435268, 0.06321436966247218)","(0.8282814083159679, 0.06358142945074413)","(0.8285902198837884, 0.06331419741368408)","(0.8286283085752112, 0.06333122176806194)","(0.8286279934288576, 0.06332499749352268)","(0.8286701369094412, 0.06331966264301454)","(0.8286904618733022, 0.0633586225007123)","(0.8310224030597352, 0.0631525483523107)","(0.8311151113328247, 0.06313646400676)","(0.8311012857781861, 0.06316770271872767)","(0.8311456959733647, 0.06305810881443381)","(0.8311543059221733, 0.0630617239725101)","(0.8311829389563486, 0.06308287651568793)","(0.8312149191373569, 0.06302850231253014)","(0.8312920788764642, 0.06300244483649377)","(0.8314072160368629, 0.06301220341879725)","(0.8303509252250448, 0.06330768838585805)"
ANOVA,"(0.7974968263993464, 0.09662529028465634)","(0.7685238091746187, 0.08439328516275936)","(0.756237897164387, 0.061406436888671416)","(0.7793443875128359, 0.07891963398371478)","(0.780335219882804, 0.07676857395183173)","(0.7792295421243802, 0.0768465456035595)","(0.7619313781414231, 0.0829630456467265)","(0.7621929123034226, 0.08161016554731117)","(0.7622072805367897, 0.08258663312736642)","(0.7622004342573797, 0.08258783408364424)","(0.7622316447081676, 0.0826445372187984)","(0.7630866319206062, 0.08376953023145249)","(0.7541298623305007, 0.08558425963616755)","(0.7465982163350554, 0.0941195039198047)","(0.7505711942809599, 0.08886161000163871)","(0.7841228927434349, 0.08130218722334365)","(0.8022247354022218, 0.06590154181018071)","(0.8036281947820557, 0.061536156863695554)","(0.8050307907667331, 0.06062073089422347)","(0.8099948368768617, 0.05820061249631319)","(0.8099907360561802, 0.05823304528764382)","(0.8104590052538748, 0.05768802313204097)","(0.8263216835106956, 0.06321130996888978)","(0.8271673108655004, 0.06303386565324985)","(0.8271620401384832, 0.0630320475539173)","(0.8286896453094128, 0.06323182042440113)","(0.8286905187341599, 0.0633167703098147)","(0.8287004554895485, 0.06339443577377556)","(0.8287585530473965, 0.06331234769399137)","(0.8287386270191671, 0.0633419593557693)","(0.8287378213757869, 0.06329933042069609)","(0.8287225261215576, 0.06311353715119634)","(0.8288519345239116, 0.06318287831727147)","(0.8288727708601848, 0.063169253500001)","(0.8312839331560206, 0.06302181687374492)","(0.8312456919841061, 0.06299740774341979)","(0.8313000695578816, 0.06301164832550898)","(0.8313906304551034, 0.06301459300865363)","(0.8303677317511278, 0.06330130618910344)"
mutualinfo,"(0.7101767134471422, 1.112150717702578e-05)","(0.7025721322855027, 0.006631145853895666)","(0.7039583758731471, 0.013917630712704271)","(0.6981545771881688, 0.0066358674568936325)","(0.7741642714623362, 0.1278345160621629)","(0.7155086483899736, 0.0705705682551412)","(0.7173011230306475, 0.07054537203074528)","(0.7179468521903096, 0.07149989385442924)","(0.7397230390126982, 0.056905142331402)","(0.7436862736314744, 0.057369902124567065)","(0.7987406358440403, 0.09138096600022638)","(0.7970495248020206, 0.07800246623546117)","(0.7969983122006281, 0.07800133739457715)","(0.7959388896115781, 0.07230513886442792)","(0.7980391810197286, 0.06963348417645791)","(0.7983468046215026, 0.06983380197662234)","(0.7817490473771664, 0.06695563281011722)","(0.782021921460956, 0.06677380923276592)","(0.7824077586086913, 0.06678842770535579)","(0.7823757569373109, 0.06671132410166987)","(0.7823943184128699, 0.06658070347169384)","(0.7827858203906126, 0.06414194632873102)","(0.7822413901010952, 0.06318429685766534)","(0.7944189827069067, 0.06604165694894254)","(0.7944027536384592, 0.06605376738385048)","(0.7932447200567434, 0.066005358558183)","(0.8422307450693209, 0.06973270406997427)","(0.8419938174283288, 0.0695511304112983)","(0.841969662628417, 0.06959314436187633)","(0.8424481001872198, 0.0693790946171919)","(0.8294842863608325, 0.06256305417374385)","(0.8325394330535302, 0.06060898103059473)","(0.8290950777429169, 0.06342132785960439)","(0.8290766228690944, 0.06349692464389758)","(0.829742112815657, 0.06332924208472784)","(0.8279075717283731, 0.0630489173581668)","(0.8301243992048665, 0.06324002431048015)","(0.8301934914904432, 0.06328540424180594)","(0.8303184157538102, 0.06333841116613664)"
sfs(rf),"(0.7101767134471422, 1.112150717702578e-05)","(0.7977630021594451, 0.09663193259107397)","(0.7968083534882544, 0.09583378101301528)","(0.7969696381262584, 0.09592048815702145)","(0.7969754063583937, 0.09579890099110211)","(0.799279292204219, 0.09828962627072936)","(0.7938189318164423, 0.09292654391155832)","(0.7892224961690963, 0.08780044829646196)","(0.7887439492543236, 0.08750038799410474)","(0.7890374032180807, 0.08781531062301078)","(0.7922809636535542, 0.07459990970901434)","(0.7909328355664359, 0.07355741928048232)","(0.7910379383495693, 0.07333744366942978)","(0.79952024481596, 0.06811829265446008)","(0.8011325091595204, 0.06886161554901216)","(0.8011026786705877, 0.0688868809489917)","(0.7983652624649359, 0.06953181662495843)","(0.7983222421321973, 0.06955192643378207)","(0.798134968027443, 0.06971629496410964)","(0.7981504475031596, 0.06971445918420185)","(0.7981651086288757, 0.06967343371482788)","(0.7981894692923955, 0.06967905777259471)","(0.7981544406885335, 0.06960068718650703)","(0.7981770479516902, 0.06958745985401904)","(0.8363155897364833, 0.07335185359065602)","(0.838313780566503, 0.07519185867270477)","(0.8383637989107555, 0.07523790769207366)","(0.8385168237386222, 0.07513634843260907)","(0.8381716803144463, 0.0752257090451926)","(0.8378741202048037, 0.07469580754316067)","(0.8396636939292772, 0.07351059146575584)","(0.8395858935444831, 0.07125869251387604)","(0.8398281090943363, 0.0714757447229354)","(0.8456244460498873, 0.06921697738400291)","(0.8454917246965599, 0.06931951578988889)","(0.8305883873668887, 0.0629690546440292)","(0.8307069141795752, 0.0627476777957858)","(0.8287106293745466, 0.06474421598649599)","(0.830338665976355, 0.06330340914388632)"
sfs(lr),"(0.7974968263993464, 0.09662529028465634)","(0.79744845840188, 0.09662847487682868)","(0.79744845840188, 0.09662847487682868)","(0.7973397677427914, 0.09620047252373339)","(0.8067016338655659, 0.08771130918325351)","(0.8063556625548551, 0.08767141397536575)","(0.8066634928130689, 0.08791860312925472)","(0.8066669672039068, 0.08788372218484002)","(0.8067015042184471, 0.08791062141211001)","(0.7694690014285277, 0.05112321964037698)","(0.7691052874005273, 0.05111599430828972)","(0.7698690458031088, 0.05133886288295635)","(0.7695165922243173, 0.05073536353527805)","(0.7699864521968259, 0.050802632212466434)","(0.7695717685322262, 0.051018591030118646)","(0.7696325139036009, 0.0511121177318255)","(0.7669694979291923, 0.05160403420776745)","(0.7668690387026886, 0.05164607186301209)","(0.7668502900933619, 0.051672344226322345)","(0.7693757179195424, 0.05093883635459406)","(0.7696662553426907, 0.050827361658671)","(0.769781096070085, 0.0510241252712589)","(0.7698302576475762, 0.05104743445189563)","(0.7783682115425933, 0.05941647418122897)","(0.7778339216100079, 0.05914153540341733)","(0.7795331897373914, 0.06026352972371813)","(0.7830147516483776, 0.059554422220237754)","(0.8066778858745245, 0.07198987786288344)","(0.8112239564244292, 0.07038474459200093)","(0.805243180213972, 0.06636719456922476)","(0.8009838977943777, 0.06361062848784119)","(0.8008496551300096, 0.06379375592758031)","(0.8398513623719672, 0.07152685273683092)","(0.8434516780934607, 0.06930673833175456)","(0.8452818581936457, 0.06956392458067706)","(0.8455466774541224, 0.06940591135095237)","(0.8437214651305258, 0.06724481840837793)","(0.8458859434873911, 0.06868865370430492)","(0.8303315000570441, 0.06332067592767229)"
im(rf),"(0.47581025856904996, 0.17650994103237932)","(0.7975099718105316, 0.09663856629016206)","(0.7975099718105316, 0.09663856629016206)","(0.7973931953060052, 0.09668913543275344)","(0.7961533352586441, 0.09539319020038205)","(0.7964593839499872, 0.09544459611539943)","(0.7958968838072532, 0.09565244771386155)","(0.7873775760778291, 0.06984023875959795)","(0.7617350053424272, 0.08437730010425239)","(0.7621662415081282, 0.08451234077004072)","(0.7529623400997364, 0.08597967227651837)","(0.7563613826961848, 0.10188842292019341)","(0.7613318059938714, 0.10683343270604682)","(0.7604750452176273, 0.10497308946312482)","(0.7595345713356199, 0.10613525333151225)","(0.7486017756120341, 0.12183564282418201)","(0.7721348548305699, 0.10043312507812745)","(0.7759715229488231, 0.10040567733379789)","(0.7859634136571276, 0.09478507751050227)","(0.7858879269117162, 0.09439208019519729)","(0.7862314681091629, 0.09430020482601499)","(0.7863426145692914, 0.09409617555611123)","(0.7862003308418715, 0.09408844182717467)","(0.7862252372760332, 0.09403321555859681)","(0.7887835130310189, 0.09332426631663507)","(0.7936936117884763, 0.08663444849635167)","(0.7936923662092056, 0.08661332872656223)","(0.793636988296383, 0.08665113796870864)","(0.7982776090410548, 0.08182319682568412)","(0.798139675615981, 0.08389505969167624)","(0.8321444224874203, 0.06124615532982457)","(0.8325373847068555, 0.06062661251741848)","(0.8290810147861037, 0.06348022314461706)","(0.8291076952763351, 0.06347205688179404)","(0.8297408102506603, 0.06335611906458063)","(0.8278711876043465, 0.06300700051441645)","(0.8280880333683835, 0.06318742803900712)","(0.8301934914904432, 0.06328540424180594)","(0.8303243714039962, 0.06334049542868705)"
im(lr),"(0.6939385764893128, 0.08372822659913183)","(0.6946133654389854, 0.08340437647639232)","(0.7009703944678597, 0.09655302242870205)","(0.6978529537819688, 0.09257644317144807)","(0.7064079067455994, 0.09489003109477162)","(0.7114256678578559, 0.08641319038463348)","(0.7065394443889488, 0.09400144137630195)","(0.7059052888689645, 0.09367377536690813)","(0.7283097239825874, 0.06095501360315034)","(0.7506398043074061, 0.05593461863616618)","(0.7516402895627041, 0.055920462522979636)","(0.7511101490548218, 0.0561197070476425)","(0.7508761780397419, 0.05611012365800799)","(0.7508372787150777, 0.05611792067596568)","(0.7508052429719857, 0.05611658593995552)","(0.7512680937404148, 0.05598441830982876)","(0.7574234751780369, 0.050475800388411596)","(0.7580256835984076, 0.05066895779451104)","(0.7584660888825823, 0.050741038806787965)","(0.7583441790667239, 0.050165111376143)","(0.7607742560526969, 0.04844416473633305)","(0.7674830134616103, 0.04449029696323386)","(0.7731140445772978, 0.056623835829477845)","(0.8111729842907588, 0.03359879047528109)","(0.7871941525756434, 0.06583631481859348)","(0.7762573177059673, 0.08276577274428616)","(0.7769190903912958, 0.0823880005164944)","(0.7955164615694007, 0.05845702047712232)","(0.8106206434722776, 0.05656811453130534)","(0.8083453913877113, 0.05767680927379613)","(0.8083573639256642, 0.05777707884077575)","(0.808508761605936, 0.05761302670149515)","(0.8084277125994955, 0.057538541609494745)","(0.8101501158693644, 0.058463886691919674)","(0.810196839072464, 0.058448320744657056)","(0.8095027510209549, 0.05908668311412006)","(0.8095961330632966, 0.059033015300144334)","(0.8313966042040001, 0.06302813586274304)","(0.8303155544782077, 0.06331933349519558)"
