,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
chi2,4.261168718338013,10.666758060455322,10.851674795150757,11.140796899795532,16.28165340423584,22.064886331558228,27.426342010498047,29.216185808181763,30.079630851745605,35.40030241012573,36.050452709198,41.852123975753784,46.507487535476685,47.044047594070435,50.00119352340698,54.548584938049316,55.819632053375244,61.39856839179993,61.641321420669556,62.98673963546753,63.753185510635376,68.20041465759277,68.65072894096375,74.20804023742676
ANOVA,3.9085922241210938,6.187570810317993,11.90596604347229,12.310420036315918,17.137213230133057,17.653127670288086,18.826754331588745,24.46838688850403,29.97781777381897,34.31993103027344,40.21407747268677,45.481337785720825,46.18078565597534,46.590890645980835,48.3750741481781,51.258501291275024,55.98815560340881,57.45914006233215,62.416037797927856,66.89223742485046,67.37430715560913,67.84468030929565,68.45244979858398,73.913494348526
mutualinfo,10.832155227661133,11.578133821487427,12.693437099456787,17.96971035003662,18.17536234855652,18.75458788871765,24.771668434143066,29.85006308555603,35.12139344215393,39.75353479385376,44.69958448410034,49.165085554122925,49.4573757648468,54.99838137626648,60.19242596626282,64.66143798828125,67.34758305549622,69.33189916610718,69.6644594669342,70.69831204414368,71.53892493247986,73.01501202583313,73.60235357284546,74.07305359840393
sfs(rf),3.842660903930664,4.535135507583618,7.1413679122924805,13.322214365005493,19.13629174232483,24.829077005386353,30.18539261817932,31.60632014274597,33.619544982910156,38.422812938690186,43.38682699203491,44.08128023147583,45.42035698890686,46.127583265304565,46.787238121032715,47.24894666671753,51.55424404144287,56.97196340560913,62.07600402832031,63.765230655670166,64.50847506523132,68.92146897315979,73.87442135810852,74.31040072441101
sfs(lr),3.847073793411255,9.226529836654663,9.284911870956421,15.167403221130371,17.16008973121643,22.616642713546753,24.07041597366333,24.45780658721924,25.234103441238403,31.29745864868164,31.69257879257202,36.402968883514404,40.73932099342346,42.51867747306824,42.878440141677856,48.284324645996094,53.418641567230225,58.60221338272095,61.58295273780823,66.79786038398743,71.27480959892273,72.95984315872192,73.37551522254944,74.18886923789978
im(rf),7.808293581008911,6.73291802406311,13.037506103515625,13.45735764503479,14.506023406982422,20.27534794807434,22.333667755126953,22.873205423355103,24.327649354934692,29.306499004364014,34.230790853500366,39.93501663208008,45.22463274002075,49.88031363487244,54.911208629608154,56.461726903915405,56.898155212402344,62.39904475212097,66.61918210983276,72.32392144203186,72.91537952423096,73.42593312263489,73.89349484443665,74.28080773353577
im(lr),9.216661214828491,9.088919639587402,14.303769588470459,20.60580539703369,22.42997670173645,26.94059681892395,28.576834440231323,30.047505617141724,30.468486309051514,35.87826108932495,36.31088638305664,41.87747001647949,41.93916583061218,42.82231521606445,47.72243332862854,48.19514799118042,53.68485164642334,58.9083137512207,59.713911294937134,64.68047952651978,67.7853467464447,67.9797625541687,68.7301676273346,74.35399889945984
