,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
greedy,Init_Win_bytes_forward, Subflow Fwd Bytes, Init_Win_bytes_backward, Destination Port, Bwd Packet Length Std, Flow IAT Mean, PSH Flag Count,Subflow Fwd Packets, Bwd Packets/s,Fwd Packets/s, Bwd Packet Length Min, SYN Flag Count, ACK Flag Count, Flow IAT Min, URG Flag Count, Bwd IAT Min,FIN Flag Count, Min Packet Length, CWE Flag Count, Active Min, Fwd Packet Length Min, Fwd IAT Std, Active Max, Active Std, Avg Fwd Segment Size, Bwd IAT Std, Down/Up Ratio, Bwd Header Length,Bwd Avg Bulk Rate, Bwd Avg Bytes/Bulk,Flow Bytes/s, Fwd Avg Bulk Rate, Bwd Avg Packets/Bulk,Fwd Avg Bytes/Bulk, Bwd URG Flags, min_seg_size_forward, ECE Flag Count, Fwd Avg Packets/Bulk, Flow Packets/s, Bwd PSH Flags, Idle Std,Fwd IAT Total
