,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,5,0.5038639531185329,0.5056923120908025,25,0.6046473641076873,0.6047568484022217,5,0.5038639531185329,0.5056923120908025
greedy_GB,2,0.956769798049325,0.9554083816732324,42,0.9960524788520967,0.995957283633743,2,0.956769798049325,0.9554083816732324
greedy_NN,2,0.6559057742972106,0.7429053158639277,4,0.8975119089631394,0.9115520478859256,3,0.8196786922402094,0.848660579045311
