,MD_size,MD_score,MD_test,MPR_size,MPR_score,MPR_test,MS_size,MS_score,MS_test
greedy_LR,7,0.49568262732179347,0.494478612556685,40,0.6522336289140169,0.6495355290143563,7,0.49568262732179347,0.494478612556685
greedy_GB,2,0.9553687226753456,0.9561736231726028,3,0.9911845624868965,0.9912503768057692,3,0.9911845624868965,0.9912503768057692
greedy_NN,4,0.9049271402000196,0.9081973094170402,12,0.9529427223223781,0.9563756018664832,4,0.9049271402000196,0.9081973094170402
