,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
greedy,21.91140604019165,16.69757604598999,16.56044054031372,17.005576610565186,17.403236865997314,18.340452671051025,19.51931929588318,21.048639059066772,22.0168936252594,22.57716941833496,24.366167306900024,25.515683889389038,26.380565643310547,27.63563060760498,27.72602343559265,28.38006830215454,28.793567895889282,30.817359924316406,30.959314584732056,30.20678973197937,31.106416940689087,31.240622520446777,32.50891399383545,32.252928733825684,32.079110860824585
