,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
chi2,"(0.9625248585470032, 0.0002878601824092474)","(0.9886450409851897, 0.0003335927290386143)","(0.9902290214722355, 0.00037660370771114824)","(0.9909153464030187, 0.00037784315263322544)","(0.9904523876002432, 0.0010426399633023603)","(0.9916609515901704, 0.0009827075712463902)","(0.9930211240129164, 0.0011158467206781818)","(0.9929822928812504, 0.0004567519353147356)","(0.9931347955973779, 0.0006743482820430822)","(0.9942139506105132, 0.0006342539802945364)","(0.9943001166231692, 0.0007161399360375266)","(0.9944184674617513, 0.0005530213704968864)","(0.9945738024439519, 0.0005733079486066353)","(0.9944943251147201, 0.0005707963155464766)","(0.9938110382547753, 0.0007904603847108369)","(0.9942338646032723, 0.0006928095006577534)","(0.9942158417864919, 0.0007529957431673955)","(0.9941724295434445, 0.0005077358683790646)","(0.9969944993225942, 0.0006513907759843918)","(0.9970638079395024, 0.0005285219804196705)","(0.9968162332902519, 0.0006201441689208301)","(0.9968844614291907, 0.0006627885296540805)","(0.996796911964756, 0.0005755077342017716)","(0.996917090357981, 0.0005610115474044096)","(0.9972366729488783, 0.0005136865544394134)"
ANOVA,"(0.9625248585470032, 0.0002878601824092474)","(0.9887701527219097, 0.00020281266360738977)","(0.9888398029178521, 0.00017224368311195772)","(0.9907667177510854, 0.0007682434541988682)","(0.9908590513244075, 0.0008196908515728882)","(0.9919016211761829, 0.0007339636761853189)","(0.9918389322269701, 0.0007323864592335655)","(0.9932209435069963, 0.0007120420074101267)","(0.9929872164375129, 0.0007077461578526413)","(0.9930291081005066, 0.0005968113265463704)","(0.9931407092889067, 0.0009746376205302901)","(0.9942774635540816, 0.00048080691718004113)","(0.9941785269983272, 0.0005920082666593874)","(0.9943033785356631, 0.000613228093667254)","(0.9943003074306805, 0.0006683102043479351)","(0.994413820855977, 0.0005686121060293604)","(0.9943438464817465, 0.0004535774001223392)","(0.994101030667327, 0.0006117698482386685)","(0.9966939475489915, 0.0006931460586835813)","(0.9970101189416296, 0.0009950470720623277)","(0.9966914504428163, 0.0007968813990642723)","(0.9970994696363356, 0.000661170092266586)","(0.9969516237699209, 0.0007799738998533455)","(0.9971999570488324, 0.0005792581711003005)","(0.997045780396032, 0.0007651873125894414)"
mutualinfo,"(0.9871693808511045, 0.0002706528261928156)","(0.987128976016915, 0.0003074035948015141)","(0.9873214179494287, 0.000293145292369027)","(0.9873871762395314, 0.00030825506708215744)","(0.9888810674251289, 0.00028231262974767453)","(0.9905656344036562, 0.0002906231771770629)","(0.9927131977587486, 0.0006620765645618085)","(0.9936478506348712, 0.0005605012081288926)","(0.9930478205823299, 0.0010303302984850842)","(0.9928753199994592, 0.0009938651430631794)","(0.993011468346088, 0.0007757191055658049)","(0.9959813457276727, 0.0010552884264256302)","(0.995843425888357, 0.0008329629776206498)","(0.9956002753479961, 0.0012432201399014695)","(0.9960118478385482, 0.0009997883309347682)","(0.9959598818150568, 0.0013451074138455326)","(0.9960484950941142, 0.0007450721065990638)","(0.9960676033595144, 0.001114925391661406)","(0.9960958698106583, 0.000716001965699131)","(0.9970641784559234, 0.0006558152241202367)","(0.9970956606447441, 0.0006760340369982907)","(0.9971737732599413, 0.0005738123371430469)","(0.9971132718926932, 0.0006874439319346858)","(0.997092980656751, 0.0005075488691028017)","(0.9966877375363923, 0.0011989779805105627)"
sfs(rf),"(0.9871888767891223, 0.00030793575829055834)","(0.9872368339130461, 0.00024388576431567653)","(0.988646939193728, 0.0001927397614539062)","(0.9887928454339097, 0.0002980401734487238)","(0.99060022780576, 0.00030247333731469396)","(0.9921239910904267, 0.0004111224051672069)","(0.9933348854521318, 0.0004020237250876566)","(0.9934723819291538, 0.0005203995344641002)","(0.9934548262214922, 0.0006229707163578065)","(0.9930792810963007, 0.0005826280696479579)","(0.9930791604744504, 0.0006293528246607153)","(0.9928385687881531, 0.0005567164785113096)","(0.9929880565050653, 0.0006183366897250266)","(0.9928397408203224, 0.0007864314134363683)","(0.9931948990672594, 0.0007426696671987176)","(0.9930646959852197, 0.000913201426451206)","(0.9943381528534081, 0.0005466712969826743)","(0.9941195084030117, 0.0006090274639555334)","(0.994305064284861, 0.0004951286095921333)","(0.9942622853768901, 0.0007461025171994099)","(0.9940857193708512, 0.0006338431253449419)","(0.9941009213309361, 0.0004619931013297312)","(0.994420524348463, 0.0006486886780548751)","(0.9940587638630752, 0.0006698086072303025)","(0.9972233900838816, 0.0006695140735260492)"
sfs(lr),"(0.9872113837841147, 0.00026956572652310506)","(0.9887040884584029, 0.0002239299777678668)","(0.9888146036059906, 0.0003395213253838608)","(0.9908231977619268, 0.0005635641621320246)","(0.9920728621641798, 0.00041815390087953313)","(0.9920963585668549, 0.00044737775855860395)","(0.9921442725095565, 0.0004023717831550455)","(0.9921688052172619, 0.0004000166220146994)","(0.9919638140840279, 0.0004396116200407457)","(0.9921973813407228, 0.00045392404076684994)","(0.992138624806666, 0.0005025820441951396)","(0.9919125624765466, 0.00038318407179328747)","(0.9920456231743655, 0.0003977587132117856)","(0.992088267192537, 0.0004634374566974319)","(0.9922538378069777, 0.0009467628492365414)","(0.9923704870214513, 0.0006173501725239736)","(0.9924937718443811, 0.0003568028144770577)","(0.9925121968050343, 0.0004201975270129426)","(0.9925293234214324, 0.0004444911708539765)","(0.9928549936870847, 0.0005498792133888545)","(0.9930927291593038, 0.0003310874920566775)","(0.9932346769408038, 0.00036599872257372647)","(0.9932949385656604, 0.0004483819236404746)","(0.994274855635098, 0.0008129184955351925)","(0.9972893786949901, 0.00046476930936071393)"
im(rf),"(0.9871701277329274, 0.00034392803879909655)","(0.9871378509418328, 0.000445895165904106)","(0.9888016554038819, 0.0002438444445752118)","(0.9888939521126447, 0.00033889856196994895)","(0.9904802874229688, 0.00035379198182884566)","(0.9920827643192848, 0.0005332734849436763)","(0.9933033053476897, 0.0009723813835250303)","(0.99350180770343, 0.0007111963367885409)","(0.993075419968957, 0.000609280320989945)","(0.992768316551361, 0.0007206399995256746)","(0.995877428476917, 0.0007835532261839728)","(0.9958648541625813, 0.0005571384357596504)","(0.9956842483825487, 0.0008234857002020563)","(0.9960410860503561, 0.0008358550199196741)","(0.9958947993086286, 0.0007515036307960178)","(0.9962330683384117, 0.0007049403286840766)","(0.9971264225561132, 0.0005083525267861357)","(0.9970692062192594, 0.0005769900422353258)","(0.996816181379687, 0.0011096174307378963)","(0.9971157413287652, 0.0006554290246649974)","(0.996677010431819, 0.0006004560552358729)","(0.9970156833145882, 0.0005265675676859685)","(0.9968331205472174, 0.0008288815560134211)","(0.9970861460620382, 0.000739165793481048)","(0.996948362956072, 0.0006541938318755723)"
im(lr),"(0.8907926229574145, 2.8849245342861027e-06)","(0.9881142489213257, 0.0002457754897774041)","(0.9881511498741377, 0.0002858307265119964)","(0.989556111629865, 0.00020465583934506552)","(0.9925118787179482, 0.00046499418526295405)","(0.9925541507705287, 0.00042356029380146413)","(0.992549284953548, 0.0003677606916317678)","(0.9926971011847122, 0.0003599156455419888)","(0.9928046018255783, 0.0003606905833132677)","(0.9928175047850175, 0.00021784643207206004)","(0.9928178765396767, 0.00044092642840176655)","(0.992968234877584, 0.0005808596677497212)","(0.9930556398050868, 0.0003156568700831692)","(0.9929918412631003, 0.0004040177306242538)","(0.9942755517544318, 0.0006420245575420049)","(0.9942202543273231, 0.0005082598722914489)","(0.9940740477305272, 0.0007310310842673697)","(0.9940869719255042, 0.0010847149252030026)","(0.9940762686648341, 0.0005603187071421675)","(0.9968867667327567, 0.0006892479446873185)","(0.9972030452030118, 0.0005780191991823639)","(0.9966479428520207, 0.0012531638951139997)","(0.9967428806379001, 0.0005724522497179771)","(0.9970664832866776, 0.0006881604275264112)","(0.9971929969969666, 0.0006493578041847501)"
