,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
union,"(0.9892392816594292, 0.0002129568873486296)","(0.9891646016394985, 0.00039548593815019853)","(0.9912866031521181, 0.000644272071783785)","(0.9924161857110508, 0.00047354182300469603)","(0.9929278756412044, 0.0005761500684104716)","(0.9928807211363182, 0.0003404331352065857)","(0.9941072910608613, 0.0005195367550942477)","(0.9941785457919889, 0.0004722170937995173)","(0.9943214873026054, 0.0009483447621666207)","(0.9943637109827245, 0.0007570305737525294)","(0.996972608040943, 0.0006765496538350243)","(0.9972344653556157, 0.0005833589219400643)","(0.996585135315352, 0.000552286516501746)","(0.9971335409482645, 0.0006548874068875235)","(0.9970771227133464, 0.0005417543107755912)","(0.9968624095731407, 0.00066843738185526)","(0.9971607525092672, 0.000670566814046607)","(0.9969848068084974, 0.0007114494218266557)","(0.9969998854619837, 0.0005985997190207567)","(0.997080100704871, 0.0011641914806988893)","(0.9970308244132783, 0.0004645940061343052)","(0.9970469648333594, 0.0006528943229337963)","(0.9968924921082485, 0.0007403545454886986)","(0.9969502619072035, 0.0005454428474118084)","(0.9968774646617901, 0.0005005043659610753)"
intersection,"(0, 0)","(0.9871281912427202, 0.00021077417382972123)","(0.9868884788025198, 0.0006740459280300902)","(0.9870368397227974, 0.0003063183442380453)","(0.9871746456171302, 0.000346942120392474)","(0.9887221278237444, 0.00023666708351045886)","(0.9901699270538264, 0.00021606324446713483)","(0.9901287923502489, 0.00029576988081118655)","(0.9903195020090152, 0.0002733550797792692)","(0.9920327619198377, 0.0003985836453967945)","(0.9921124696571308, 0.00046480192872601025)","(0.9918587676817946, 0.000585729296227914)","(0.9921273889000656, 0.000580287029849222)","(0.9920562254371988, 0.0005461264441771931)","(0.992049829829676, 0.00045437979707899036)","(0.9921862845439005, 0.0004937591218730718)","(0.992219334703331, 0.000516111153282053)","(0.9919834518309847, 0.0006467047624519006)","(0.9921586346171489, 0.0005634378072041019)","(0.992851066674208, 0.0005153272635145488)","(0.993003892466465, 0.0003466868713159327)","(0.9929454757743523, 0.0006152464454364338)","(0.9933535791246839, 0.00042232343723810553)","(0.9944218414853646, 0.0005037726637889878)","(0.9970346796506686, 0.0007006431538901456)"
quorum,"(0.9872422828352985, 0.00022166744795365617)","(0.9871926795534078, 0.00033496916258399326)","(0.9886191137143369, 0.00014968831963685166)","(0.9888267513544182, 0.00031998836621985923)","(0.9904053536586771, 0.00036589753328036557)","(0.9920468559481848, 0.0004886535197105285)","(0.9935213673329416, 0.0006086251436362931)","(0.9935514422089419, 0.0005556164029273261)","(0.9932501135595988, 0.0007190029455376637)","(0.9930012441954512, 0.0007332298309560619)","(0.9930561452898055, 0.0008052899695625319)","(0.9929382880870126, 0.0008577966179868279)","(0.9931891327125582, 0.0008493794974296942)","(0.9930743829411233, 0.00059028465409577)","(0.994109918048383, 0.00046475568822686283)","(0.9943545647702143, 0.0005240056024806762)","(0.9943376388420907, 0.0006814419263456822)","(0.9943474507784554, 0.0006875436239207407)","(0.9968592063586292, 0.000620933633297173)","(0.9967720927271404, 0.0003779539800101845)","(0.9971984046068101, 0.0006404320345993584)","(0.9969031138361812, 0.0005845841948305641)","(0.9973610555962857, 0.0006365969134650072)","(0.9974090378607048, 0.0004528647443051891)","(0.9969899170916582, 0.0006417406354672476)"
