,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
union,15.297898054122925,17.003365755081177,20.6870698928833,20.59572196006775,21.984636306762695,22.669289588928223,25.288111686706543,25.64227795600891,27.105655908584595,29.138182640075684,30.764708042144775,31.16808271408081,31.00602650642395,30.74298334121704,30.631572246551514,31.741553783416748,31.731465578079224,32.03800964355469,31.772582292556763,32.4305100440979,32.59400820732117,32.26208233833313,32.8286349773407,33.14891529083252,32.70494890213013
intersection,0.18297314643859863,19.46743893623352,18.746657133102417,18.668020486831665,18.6550509929657,15.489303827285767,15.018518924713135,15.039682149887085,15.083637237548828,15.014980792999268,16.81455898284912,18.477603912353516,18.730764627456665,20.003533840179443,19.91231918334961,20.032324075698853,20.72227716445923,20.38922905921936,20.493537425994873,22.632357120513916,23.374860286712646,24.255945682525635,27.25606107711792,30.683085918426514,32.536696672439575
quorum,18.96982216835022,18.79073715209961,15.27444314956665,14.984395265579224,15.399667263031006,15.843600273132324,17.229748487472534,20.690086841583252,21.60906219482422,22.212542057037354,22.120644092559814,22.228436708450317,26.19535803794861,26.82290554046631,28.082172870635986,28.63166642189026,28.891381978988647,30.374942779541016,31.350807428359985,30.909794807434082,31.518136739730835,32.28700828552246,31.913654088974,32.61554789543152,32.478267431259155
